,0,1,2
2489,1,The REAL Of Mice and men,"Now, then:Of Mice and Men Is one of the worst books I have ever read. Let me count the ways:1) It has immeasuably two dimensional chacters. Steinbeck stays so close to the archetypal ""strong man"" ""seedy guy"" ""angry little guy"" ""seductive wife"" its disgusting. he even has a token black guy! Absurd.2) An equally two-dimensional plot. Steinbeck's unbearable heavy handedness in getting his all important ""moral"" across completely crushes out any vestige of meaningful charcterization or subtext.3) The ending. No, I'm not about to say ""ew!"" What i will say is that thats what he WANTS you to think. He wants you to put down this book and ""realzie the impossibility the america dream, and the cutthroat nature of humans in general."" The problem with this conclusion is the entire book is completely contrived! The most absurd confluence of cicumstances that could possible occur come togethr in this book. its all crap.There. Just in case you missed it...[...]"
2490,5,A simple tale for the ages,"An outstanding, chilling, and thought provoking book that helped to shape my thought processes as an adolescent when I read the book for the first time, Of Mice and Men is Steinbeck's most succinct piece. A delicacy I enjoyed again this past summer, its messages change, its characters evolve, and its definitions are redefined with a readers age and experience.Regardless, this book is a classic and a staple for any fan of literature."
2491,5,All time classic-fast read,"I was on a ""classic"" book binge this summer. This was the last on my list and it was the perfect way to wind down after books like ""To Kill a Mockingbird"", ""The Great Gatsby"" and ""The Bell Jar""."
2492,5,book,This item arrived on time and it was just as described! Highly recommended and great to do business with! Thanks.
2493,5,a good book,I am from BLA high school in the bronx and I thank my teacher MS. Solomon for giving us this book to read. This book tells the story of true friends and how hard it was during the great depression. From this book I have learned that sometimes you just got to do what is best for you and your friend. This book always has a new surprise. The author uses symbolism and foreshadowing to tell the story. As the story goes on the better it gets. I have read this book twice and I can just keep reading it over and over because it tells such good details and information. Reading this book you will feel as if you were there because the action never ends you will keep being surprised until the last sentence of the book.
2494,5,"Tell it again, George . . .","It's easy to see why Steinbeck's classic has been the subject of study for so many years; it's a master-class of literary form. Clean prose and simple storytelling, no added unnecessarys. Even the metaphor is unfussy.But Steinbeck's true gift lies in characterisation and his understanding of dialogue. When his characters speak and act they betray themselves for who they are. The reader listens and sees, gleans a past from the characters' voices and gestures. The power of the novel comes from the intimacy the reader has with these characters, and it's a testament to Steinbeck that in such a short book he reveals so much.Everyone should meet Lennie and George at least once, and if you do, you'll never forget them."
2495,5,Classic,"I accidentally ordered this. The day it arrived, I spent the afternoon enthralled by Steinbeck's writing and his unique view of the world. ""East of Eden"" is one of my very favorite books and I don't really know why I've never read ""Of Mice and Men"" before. I vaguely remember seeing it as a play while I was in high school.A story about two men working together to attain their own version of the American Dream, it brings up many ethical questions and can lead to some interesting discussion and thought.Excellent. I no longer have to wonder why it is a classic."
2496,3,Great Book to read for English class,"This book is a great book to read and do a project on for a LA class, mostly honors LA, 8th grade and upto HS. What makes it so good is the fact that the plotline is interesting, even if it does get thrown away in a suprise ending, it is intresting to read about until that point. It is short, you can read it in 1-2 days, and LA teachers love it because it is one of those novels that gets you to think 'critically'. It's a win-win-win. Great story for your entertainment, short if you are short on time, and gets you to think. It actully contains some pretty heavy stuff in a little package."
2497,3,Steinbeck's worse....???,Steinbeck himself thought this book was most likely his worst workings.The story line is quite intresting and humorous from time to time.Though its plagued with wordiness and underdeveloped characters.The over all message of the book is excellent and is portrayed as such.
2498,4,This book was pretty good,"I had to read this book for school, so at first I didn't appreciate it. Now, after I finished it, I think it is a great book. I recommend this book to others."
2499,4,Of Mice and Men,"Stienbeck's ""Of Mice and Men"" was a prime novel, filled with important issues and underlying motives. There were many forshadowing events that led up to the (to me) unexpected ending.The two charactors, George and Lennie, are developed into astounding realisim. From the descisons and the thought patterns to thier problems and people skills the two men bloom into fenominal people.I enjoyed this novel because it constantly had me reading inbetween the lines. It also captured my attention with its realisem."
